sentence_id,commit_id,commit_url,artifact,artifact_type,artifact_url,sentence,irrelevant_sentence,final_annotation,ground_truth_rationale
3153_5_16_5,3153,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,https://github.com/apache/dubbo/issues/3657,ISSUE,https://github.com/apache/dubbo/issues/3657,"Run `AbstractMonitorFactoryTest.testMonitorFactoryGroupCache()` or `DubboMonitorTest.testCount()` many times(may be less than 10 is enough), you will get junit test failed.",TRUE,UNCODED,
3153_5_17_0,3153,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,https://github.com/apache/dubbo/issues/3657,ISSUE,https://github.com/apache/dubbo/issues/3657#issuecomment-474182304,This issue has been fixed.,TRUE,UNCODED,
3153_6_11_0,3153,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,https://github.com/apache/dubbo/pull/3658,PULL_REQUEST,https://github.com/apache/dubbo/pull/3658,[Dubbo-3657] Fix junit test failed,TRUE,UNCODED,
3153_6_12_0,3153,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,https://github.com/apache/dubbo/pull/3658,PULL_REQUEST,https://github.com/apache/dubbo/pull/3658,"Fix issue #3657 
AbstractMonitorFactoryTest.java
DubboMonitorTest.java
A : Because If I  PR them separately, it's possible that my PR may fail since the github CI may fail.
run `testMonitorFactoryGroupCache()` or `DubboMonitorTest.testCount()` many times",TRUE,UNCODED,
3153_6_14_0,3153,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,https://github.com/apache/dubbo/pull/3658,PULL_REQUEST,https://github.com/apache/dubbo/pull/3658#issuecomment-474180114,"> How about the org.apache.dubbo.monitor.dubbo.DubboMonitorTest#testSum and testLookUp method, they also specified `interval=20` in URL.",TRUE,UNCODED,
3153_6_14_1,3153,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,https://github.com/apache/dubbo/pull/3658,PULL_REQUEST,https://github.com/apache/dubbo/pull/3658#issuecomment-474180114,Should they be changed as well?,TRUE,UNCODED,
3153_6_14_4,3153,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,https://github.com/apache/dubbo/pull/3658,PULL_REQUEST,https://github.com/apache/dubbo/pull/3658#issuecomment-474180114,"I think there aren't the same problems for testSum, testLookUp and testAvailable compared with testCount, so we need not to modify them.",TRUE,UNCODED,
3153_6_3_0,3153,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,https://github.com/apache/dubbo/pull/3665,PULL_REQUEST,https://github.com/apache/dubbo/pull/3665,check null for path before call rest server,FALSE,GOAL,
3153_6_4_0,3153,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,https://github.com/apache/dubbo/pull/3665,PULL_REQUEST,https://github.com/apache/dubbo/pull/3665,"Null check before rest call.
getContextPath() in RestProtocol.",FALSE,GOAL,
3153_6_7_0,3153,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,https://github.com/apache/dubbo/pull/3665,PULL_REQUEST,https://github.com/apache/dubbo/pull/3665#issuecomment-473141207,@mercyblitz Would you please help to merge it if the change is fine?,FALSE,UNCODED,
3153_6_7_1,3153,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,https://github.com/apache/dubbo/pull/3665,PULL_REQUEST,https://github.com/apache/dubbo/pull/3665#issuecomment-473141207,I want this minor change to catch the last bus to 2.7.1.,FALSE,UNCODED,
3153_6_8_0,3153,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,https://github.com/apache/dubbo/pull/3718,PULL_REQUEST,https://github.com/apache/dubbo/pull/3718,Merge master branch to 3.x dev branch,TRUE,UNCODED,
3153_6_9_0,3153,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,https://github.com/apache/dubbo/pull/3718,PULL_REQUEST,https://github.com/apache/dubbo/pull/3718,"Sync changes between these two branches.
merge and resolve conflicts
No commits lost.",TRUE,UNCODED,
3261_1_1_0,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,COMMIT_MESSAGE,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,typo for AccessLogFilter (#3633),FALSE,GOAL,GOAL: Update the spelling of AcessLogFilter to AccessLogFilter.
3261_6_4_0,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,https://github.com/apache/dubbo/pull/3633,PULL_REQUEST,https://github.com/apache/dubbo/pull/3633,typo for AccessLogFilter,FALSE,GOAL,
3261_6_5_0,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,https://github.com/apache/dubbo/pull/3633,PULL_REQUEST,https://github.com/apache/dubbo/pull/3633,typo for AccessLogFilter,FALSE,GOAL,
3261_6_7_0,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,https://github.com/apache/dubbo/pull/3718,PULL_REQUEST,https://github.com/apache/dubbo/pull/3718,Merge master branch to 3.x dev branch,FALSE,UNCODED,
3261_6_8_0,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,https://github.com/apache/dubbo/pull/3718,PULL_REQUEST,https://github.com/apache/dubbo/pull/3718,"Sync changes between these two branches.
merge and resolve conflicts
No commits lost.",FALSE,UNCODED,
3261_3_12_0,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/filter/AccessLogFilter.java,CLASS_JAVADOCS,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,[dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/filter/AccessLogFilter.java#AccessLogFilter]: Record access log for the service.,FALSE,UNCODED,
3261_3_12_1,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/filter/AccessLogFilter.java,CLASS_JAVADOCS,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,[dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/filter/AccessLogFilter.java#AccessLogFilter]: <p> Logger key is <code><b>dubbo.accesslog</b></code>.,FALSE,UNCODED,
3261_3_12_2,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/filter/AccessLogFilter.java,CLASS_JAVADOCS,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,"[dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/filter/AccessLogFilter.java#AccessLogFilter]: In order to configure access log appear in the specified appender only, additivity need to be configured in log4j's config file, for example: <code> <pre> &lt;logger name=""<b>dubbo.accesslog</b>"" <font color=""red"">additivity=""false""</font>&gt; &lt;level value=""info"" /&gt; &lt;appender-ref ref=""foo"" /&gt; &lt;/logger&gt; </pre></code>",FALSE,UNCODED,
3261_3_15_0,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,dubbo-rpc/dubbo-rpc-api/src/test/java/org/apache/dubbo/rpc/filter/AccessLogFilterTest.java,CLASS_JAVADOCS,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,[dubbo-rpc/dubbo-rpc-api/src/test/java/org/apache/dubbo/rpc/filter/AccessLogFilterTest.java#AccessLogFilterTest]: AccessLogFilterTest.java,FALSE,UNCODED,
3261_2_16_0,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/filter/AccessLogFilter.java,CODE_COMMENT,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,This method logs the access log for service method invocation call.,FALSE,UNCODED,
3261_2_16_1,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/filter/AccessLogFilter.java,CODE_COMMENT,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,@param invoker service @param inv,FALSE,UNCODED,
3261_2_16_2,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/filter/AccessLogFilter.java,CODE_COMMENT,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,Invocation service method.,FALSE,UNCODED,
3261_2_16_3,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/filter/AccessLogFilter.java,CODE_COMMENT,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,@return Result from service method.,FALSE,UNCODED,
3261_2_16_4,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/filter/AccessLogFilter.java,CODE_COMMENT,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,@throws RpcException,FALSE,UNCODED,
3261_2_17_0,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/filter/AccessLogFilter.java,CODE_COMMENT,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,It's safe to declare it as singleton since it runs on single thread only,FALSE,UNCODED,
3261_2_18_0,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,dubbo-rpc/dubbo-rpc-api/src/test/java/org/apache/dubbo/rpc/filter/AccessLogFilterTest.java,CODE_COMMENT,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,TODO how to assert thread action,FALSE,UNCODED,
3261_2_19_0,3261,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,dubbo-rpc/dubbo-rpc-api/src/test/java/org/apache/dubbo/rpc/filter/AccessLogFilterTest.java,CODE_COMMENT,https://github.com/apache/dubbo/commit/5f19335477a9ea4eb0af0dd0bdbe068b4e309edd,Test filter won't throw an exception,FALSE,UNCODED,
3412_1_1_0,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,COMMIT_MESSAGE,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,"Fixes #3367, fail to parse config text with white space (#3589)",FALSE,UNCODED,"GOAL: Terminate service when the Tomcat server fails to start by setting org.apache.catalina.startup.EXIT_ON_INIT_FAILURE to true.
NEED: Although Tomcat can fail to start, e.g., a socket binding error, it does not throw an exception. As a result, services that failed are still registered to the service registry, which is unexpected."
3412_2_37_0,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,dubbo-remoting/dubbo-remoting-http/src/main/java/org/apache/dubbo/remoting/http/tomcat/TomcatHttpServer.java,CODE_COMMENT,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,"tomcat.getConnector().setProperty(""minSpareThreads"", String.valueOf(url.getParameter(Constants.THREADS_KEY, Constants.DEFAULT_THREADS)));",FALSE,UNCODED,
3412_2_38_0,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,dubbo-remoting/dubbo-remoting-http/src/main/java/org/apache/dubbo/remoting/http/tomcat/TomcatHttpServer.java,CODE_COMMENT,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,tell tomcat to fail on startup failures.,FALSE,GOAL,
3412_5_19_0,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476,NullPointerException happened when using SpringContainer.getContext(),TRUE,UNCODED,
3412_5_20_0,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476,"* Dubbo version: 2.5.9
* Operating System version: Suse Linux 11
* Java version: 1.8
### Steps to reproduce this issue

1. write a project that is a provider side exposed serviceA and in the service implimentation invokes another remote service serviceB. The invoke code is like this SpringContainer.getContext().getBean(""ref""); 
2. continious request from outside for the serviceA (many node for serviceA)
3. stop one serviceA node
4. start the stopped serviceA node
5. almost every time",TRUE,UNCODED,
3412_5_20_5,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476,"serviceA invoke failed, exception is NullPointerException, occurred for SpringContainer.getContext();

Reason: dubbo service is exposed with spring container ContextRefreshedEvent。 but that moment SpringContainer.getContext() is not started, if it is ContextStartedEvent, this bug will be fixed.",TRUE,UNCODED,
3412_5_21_0,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464608275,> 1. write a project that is a provider side exposed serviceA and in the service implimentation invokes another remote service serviceB.,TRUE,UNCODED,
3412_5_21_1,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464608275,"The invoke code is like this SpringContainer.getContext().getBean(""ref"")",TRUE,UNCODED,
3412_5_21_2,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464608275,";

I don't understand why `SpringContainer.getContext().getBean(""ref"");` will throw NPE, by the time `contextRefreshedEvent` is send, the reference of ServiceB should be ready in ApplicationContext for use.",TRUE,UNCODED,
3412_5_21_3,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464608275,"`context.start()` should only be responsible for those beans that have implemented Lifecycle, as the javadoc showed:",TRUE,UNCODED,
3412_5_21_4,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464608275,"```java
/**
	 * Start all registered beans that implement {@link Lifecycle} and are <i>not</i>
	 * already running.",TRUE,UNCODED,
3412_5_21_5,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464608275,"Any bean that implements {@link SmartLifecycle} will be
	 * started within its 'phase', and all phases will be ordered from lowest to
	 * highest value.",TRUE,UNCODED,
3412_5_21_6,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464608275,"All beans that do not implement {@link SmartLifecycle} will be
	 * started in the default phase 0.",TRUE,UNCODED,
3412_5_21_7,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464608275,"A bean declared as a dependency of another bean
	 * will be started before the dependent bean regardless of the declared phase.
	 */
	@Override
	public void start() {
		startBeans(false);
		this.running = true;
	}
```",TRUE,UNCODED,
3412_5_22_0,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464754950,> > 1. write a project that is a provider side exposed serviceA and in the service implimentation invokes another remote service serviceB.,TRUE,UNCODED,
3412_5_22_1,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464754950,"The invoke code is like this SpringContainer.getContext().getBean(""ref"");",TRUE,UNCODED,
3412_5_22_10,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464754950,> 	@Override,TRUE,UNCODED,
3412_5_22_11,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464754950,"> 	public void start() {
> 		startBeans(false);
> 		this.running = true;
> 	}",TRUE,UNCODED,
3412_5_22_13,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464754950,"因为服务暴露是在Spring的ContextRefresh阶段，服务暴露后，就会有交易进来。这个阶段SpringContainer中的XMLClasspathApplicationContext对象还在启动中，并没有赋值成功，但是服务已经暴露了，如果交易量大的情况下，服务实现类里面通过SpringContainer.getContext().getBean(""ref"");去获取另外一个服务的引用，肯定会报NPE的，不知道说清楚了没。",TRUE,UNCODED,
3412_5_22_2,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464754950,"> 
> I don't understand why `SpringContainer.getContext().getBean(""ref"");` will throw NPE, by the time `contextRefreshedEvent` is send, the reference of ServiceB should be ready in ApplicationContext for use.",TRUE,UNCODED,
3412_5_22_3,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464754950,"> 
> `context.start()` should only be responsible for those beans that have implemented Lifecycle, as the javadoc showed:
> 
> ```java
> /**
> 	 * Start all registered beans that implement {@link Lifecycle} and are <i>not</i>
> 	 * already running.",TRUE,UNCODED,
3412_5_22_4,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464754950,"Any bean that implements {@link SmartLifecycle} will be
> 	 * started within its 'phase', and all phases will be ordered from lowest to
> 	 * highest value.",TRUE,UNCODED,
3412_5_22_5,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464754950,"All beans that do not implement {@link SmartLifecycle} will be
> 	 * started in the default phase 0.",TRUE,UNCODED,
3412_5_22_6,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464754950,"A bean declared as a dependency of another bean
> 	 * will be started before the dependent bean regardless of the declared phase.",TRUE,UNCODED,
3412_5_23_0,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-464988173,"多谢，明白问题了：
SpringContainer.getContext()返回null
我刚开始理解成SpringContainer.getContext().getBean(""ref"");找不到bean。",TRUE,UNCODED,
3412_5_24_0,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466040627,"> 多谢，明白问题了：
> SpringContainer.getContext()返回null
> 我刚开始理解成SpringContainer.getContext().getBean(""ref"");找不到bean。

我们有个解决思路，把contextrefresh 事件换成contextstarted事件，这样的改法能解决这个问题，请你们看下是否有其他问题，这个修改方案，我提一个PR",TRUE,UNCODED,
3412_5_25_0,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466307949,"3 question：
1.  Why not ust ApplicationContext.getBean to get a Bean directly？
2. I think exporting service when context refresh event is invoked is
reasonable.
3.",TRUE,UNCODED,
3412_5_25_1,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466307949,I think there are some problem when online or offline service .,TRUE,UNCODED,
3412_5_25_10,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466307949,"> Reply to this email directly, view it on GitHub
> <https://github.com/apache/incubator-dubbo/issues/3476#issuecomment-466040627>,
> or mute the thread
>",TRUE,UNCODED,
3412_5_25_12,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466307949,https://github.com/notifications/unsubscribe-auth/AD5mbN8dErjtIizaMi31nqEJ1jabbVqwks5vPrpdgaJpZM4a7Lal,TRUE,UNCODED,
3412_5_25_15,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466307949,">


-- 

Best Regard!",TRUE,UNCODED,
3412_5_25_2,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466307949,"So you
can refer :
http://dubbo.apache.org/zh-cn/docs/user/demos/graceful-shutdown.html

I donot know what I said can answer your question.",TRUE,UNCODED,
3412_5_25_3,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466307949,"If not , let me know.",TRUE,UNCODED,
3412_5_25_5,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466307949,Longfei Xia <notifications@github.com>,TRUE,UNCODED,
3412_5_25_6,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466307949,于2019年2月21日周四,TRUE,UNCODED,
3412_5_25_8,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466307949,"：

> 多谢，明白问题了：
> SpringContainer.getContext()返回null
> 我刚开始理解成SpringContainer.getContext().getBean(""ref"");找不到bean。
>
> 我们有个解决思路，把contextrefresh
> 事件换成contextstarted事件，这样的改法能解决这个问题，请你们看下是否有其他问题，这个修改方案，我提一个PR
>
> —
> You are receiving this because you are subscribed to this thread.",TRUE,UNCODED,
3412_5_26_0,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466960432,> 3 question： 1. Why not ust ApplicationContext.getBean to get a Bean directly？ 2. I think exporting service when context refresh event is invoked is reasonable.,TRUE,UNCODED,
3412_5_26_1,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466960432,3. I think there are some problem when online or offline service .,TRUE,UNCODED,
3412_5_26_10,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466960432,"Reply to this email directly, view it on GitHub <[#3476 (comment)](https://github.com/apache/incubator-dubbo/issues/3476#issuecomment-466040627)>, or mute the thread <https://github.com/notifications/unsubscribe-auth/AD5mbN8dErjtIizaMi31nqEJ1jabbVqwks5vPrpdgaJpZM4a7Lal> .",TRUE,UNCODED,
3412_5_26_11,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466960432,> -- Best Regard!,TRUE,UNCODED,
3412_5_26_12,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466960432,"cvitory

在一个服务的具体实现类内部，我们是没法获取到ApplicationContext对象的，这个对象是main方法启动的时候才有，而且在启动过程中，它也是null，无法通过他来getbean",TRUE,UNCODED,
3412_5_26_2,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466960432,So you can refer : http://dubbo.apache.org/zh-cn/docs/user/demos/graceful-shutdown.html,TRUE,UNCODED,
3412_5_26_3,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466960432,I donot know what I said can answer your question.,TRUE,UNCODED,
3412_5_26_4,3412,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,https://github.com/apache/dubbo/issues/3476,ISSUE,https://github.com/apache/dubbo/issues/3476#issuecomment-466960432,"If not , let me know.",TRUE,UNCODED,
