id,repo_id,label,url,commit message,commitDate,java_file_change_count,line_change_count,sampling_commit
9399,5,0,https://github.com/spring-projects/spring-boot/commit/84a12c843603605364b710b38e97e680b2224f01,Upgrade to Testcontainers 1.14.3 <enter>  <enter> Closes gh-23122,2020-08-28T10:57:32Z,1,29,0
9865,5,0,https://github.com/spring-projects/spring-boot/commit/4e79bb1cff2a938cea99323c0d7122ec9edfcfd7,Disable bean method proxying in SpringBootJdbcConfiguration <enter>  <enter> Closes gh-22231,2020-07-07T10:51:07Z,1,4,0
10984,5,0,https://github.com/spring-projects/spring-boot/commit/56ded38f5d6b6cc1d3e7a6bd6d131a7dac33b0c9,Generate default values from Duration and Period .ZERO <enter>  <enter> Closes gh-23082,2020-08-25T14:46:50Z,3,8,0
11430,5,2,https://github.com/spring-projects/spring-boot/commit/a37c170376156f1cd94e6c15d0d253201ca7a491,Try to make CouchbaseAutoConfigurationIntegrationTests less flakey <enter>  <enter> Closes gh-19932,2020-01-30T14:59:10Z,1,17,0
11458,5,0,https://github.com/spring-projects/spring-boot/commit/4933b2688fd2114c75f8f4835d9f27bbd08165c9,Align with changes in latest Integration snapshots <enter>  <enter> See gh-22729,2020-08-07T19:11:01Z,2,10,0
11916,5,0,https://github.com/spring-projects/spring-boot/commit/85c0b44dcbbe4d201f8b7fd72a97c31c2d07a3ec,"Test that LaunchedURLClassLoader works when thread is interrupted <enter>  <enter> Previously, RandomAccessDataFile used a semaphore and acquired it <enter> interruptibly. This meant that an interrupted thread was unable to <enter> access the file. Notably, this would prevent LaunchedURLClassLoader from <enter> loading classes or resources on an interrupted thread. <enter>  <enter> The previous commit (937f857) updates RandomAccessDataFile to acquire <enter> the semaphore uninterruptibly. This commit adds a test to <enter> LaunchedURLClassLoader to verify that it can now load a resource from <enter> an interrupted thread. <enter>  <enter> Closes gh-6683",2016-08-18T11:03:05Z,1,22,0
12327,5,0,https://github.com/spring-projects/spring-boot/commit/6c8f8c9d827a5340f9e6493c14d8c252d1f0d52a,"Better diagnotics when ESCF subclass breaks with custom management port <enter>  <enter> When a custom management.port is used, the child context is configured <enter> with an EmbeddedServletContainerFactory bean that has the same class <enter> as the parent contextâ€™s EmbeddedServletContainerFactory bean. This <enter> ensures that the child context uses the same type of embedded container <enter> as its parent when there are multiple embedded containers on the <enter> classpath. It also causes a failure when the custom <enter> EmbeddedServletContainerFactory subclass cannot be instantiated, for <enter> example because itâ€™s an anonymous inner-class. <enter>  <enter> This commit improves the diagnostics so that we fail fast with an <enter> information exception message when we detect that the embedded servlet <enter> container factory beanâ€™s class cannot be instantiated. <enter>  <enter> Closes gh-6193",2016-06-21T14:03:10Z,1,26,0
12712,5,0,https://github.com/spring-projects/spring-boot/commit/6dc14af92dbfa7b5281072d9fdde241ce0da3679,"Update view of bean types when an override is detected <enter>  <enter> Previously, when a bean was overridden and its type changes, <enter> BeanTypeRegistry could be left with a stale view of the bean's type. <enter> This would lead to incorrect bean condition evaluation as conditions <enter> would match or not match based on the bean's old type. <enter>  <enter> This commit updates the type registry to refresh its view of a bean's <enter> type when its definition changes. <enter>  <enter> Closes gh-13588",2018-07-09T15:22:06Z,2,92,0
12834,5,0,https://github.com/spring-projects/spring-boot/commit/8a0f0354dfed2fc6d4cb1b046ec03fe5b7ff1146,"Disable Log4J2's shutdown hook by default <enter>  <enter> Log4J2 enables its shutdown hook by default. When the JVM is exiting, <enter> this creates a race between logging that happens during the <enter> application context being closed and Log4J2 being shut down such that <enter> the logging is lost. <enter>  <enter> This commit updates SpringBootConfigurationFactory so that it <enter> produces a custom sub-class of DefaultConfiguration that disables the <enter> shutdown hook by default. In addition to solving the problem described <enter> above, this also aligns the Log4J2 logging system with the <enter> logging.register-shutdown-hook property which defaults to false. <enter>  <enter> Closes gh-11360",2018-06-21T10:18:08Z,2,74,1
13059,5,1,https://github.com/spring-projects/spring-boot/commit/83a6f02ec483f5f1f371a471466f3e40c47b4e0c,Polish,2018-05-12T08:53:33Z,1,5,0
13419,5,0,https://github.com/spring-projects/spring-boot/commit/1735fac3ab576be5a05439ac1cfe9227a84269fe,Upgrade to Logback 1.1.5 <enter>  <enter> Closes gh-5212,2016-02-24T16:24:10Z,1,3,0
14233,5,0,https://github.com/spring-projects/spring-boot/commit/c9427191ee7e6175493b6557e2f604213ce8342c,Set TCCL before initialising test class in FilteredClassPathRunner <enter>  <enter> Closes gh-7435,2016-11-21T10:40:34Z,1,73,0
14243,5,0,https://github.com/spring-projects/spring-boot/commit/c4f756daee43f89e0ba832ceac17bac216fc899b,"Fix MavenSettingsâ€?handling of profiles activated by a file <enter>  <enter> Previously, MavenSettings used a FileProfileActivator with no <enter> PathTransformer. If a settings.xml file contains a file-activated <enter> profile this would result in an NPE within Maven. This was made worse <enter> by the NPE not being included in the resulting failure message which <enter> hampered diagnosis of the problem. <enter>  <enter> This commit updates MavenSettings to configure its FileProfileActivator <enter> with a PathTransformer. It also improves the failure message thatâ€™s <enter> created from any problems that are reported by Maven while determining <enter> the active profiles to include a problemâ€™s exception if it has one. <enter>  <enter> Closes gh-4826",2016-01-18T13:18:03Z,1,61,1
14585,5,0,https://github.com/spring-projects/spring-boot/commit/d8cead5457fad85bfba6de6f7e571603009184ea,Use accessor for in-progress async count added in Tomcat 9.0.33 <enter>  <enter> Closes gh-20440,2020-04-01T10:16:54Z,1,9,0
14837,5,0,https://github.com/spring-projects/spring-boot/commit/a491727b7c9610bf1ea86d30ce3b7ffefe5f3a60,Avoid creating unnecessary garbage during URL normalization <enter>  <enter> Closes gh-11207,2017-11-29T20:33:02Z,1,11,0
15255,5,0,https://github.com/spring-projects/spring-boot/commit/ebcc53a9b746b8c9420361fecd1770e3cdcef134,Include tasks with custom triggers in scheduledtasks endpoint output <enter>  <enter> Closes gh-15815,2019-02-05T12:12:07Z,3,125,0
15369,5,0,https://github.com/spring-projects/spring-boot/commit/d08c84af421e3fc1ed1020dfe561a65d6d8e8801,Ensure that JtaAutoConfiguration runs before ArtemisAutoConfiguration <enter>  <enter> Closes gh-7062,2016-09-29T14:08:24Z,1,5,0
16381,5,0,https://github.com/spring-projects/spring-boot/commit/3a887151e6f9f67062ed8f2a7d3f593a1ee2cff9,Remove use of regular expressions in Spring profile-based doc matching <enter>  <enter> Closes gh-1309,2016-08-31T15:08:43Z,3,87,0
16825,5,1,https://github.com/spring-projects/spring-boot/commit/e16c9d4e7681965598ee5a3277900b8449b4a615,Polishing,2016-08-18T10:44:43Z,1,6,0
16909,5,0,https://github.com/spring-projects/spring-boot/commit/6d78066a3a20a2b8639a97904b43deb6add9ade2,Ensure that AWTError from image banner does not prevent app starting <enter>  <enter> Closes gh-6617,2016-08-16T14:02:11Z,1,5,0
17585,5,0,https://github.com/spring-projects/spring-boot/commit/11b7fd832d15856244bcaf3b1ec031e9eb1b6dc6,"Report non-matching outer class conditions <enter>  <enter> Update ConditionEvaluationReport so that, whenever a negative outcome <enter> is added for a source, any existing outcomes for inner classes of that <enter> source are updated with a non-matching outcome that indicates that the <enter> outer configuration did not match. <enter>  <enter> Conditions are evaluated in two phases; PARSE_CONFIGURATION first and <enter> REGISTER_BEAN second. If a parent classâ€™s conditions match in <enter> PARSE_CONFIGURATION then its inner classes will have their <enter> PARSE_CONFIGURATION conditions evaluated. If they all match, the inner <enter> class will be reported as a positive match in the auto-configuration <enter> report even if the outer class does not match as a result of the <enter> subsequent evaluation of a REGISTER_BEAN condition. <enter>  <enter> Fixes gh-2122",2015-01-14T18:04:58Z,2,149,0
17632,5,0,https://github.com/spring-projects/spring-boot/commit/b39ecdf0060189367e396f0dcc455760006f2659,Rename preferred-mapper property so its clear it only applies to JSON <enter>  <enter> preferred-mapper has been renamed to preferred-json-mapper to make it <enter> clear that it only affects the JSON mapper and that the XML mapper <enter> that will be used (if any) is unaffected <enter>  <enter> See gh-2247,2015-02-05T10:59:43Z,2,4,0
19009,5,2,https://github.com/spring-projects/spring-boot/commit/6c504a5098735239552db4c757815816d9ffe9cb,Fix deprecation warnings in Testcontainers wait strategies <enter>  <enter> See gh-12821,2018-04-24T09:24:43Z,2,40,0
20009,5,0,https://github.com/spring-projects/spring-boot/commit/c3e447c84c8a3d46ef300184787d3c6be8b792fc,"Order char encoding filter so it sets encoding before request is read <enter>  <enter> For the character encoding filter to work, it's vital that it sets <enter> the request's encoding before any other filters attempt to read the <enter> request. This commit updates the order of <enter> OrderedCharacterEncodingFilter to be HIGHEST_PRECEDENCE and improves <enter> the existing test to check that the ordering is as required. <enter>  <enter> Closes gh-3912",2015-09-21T14:32:53Z,2,14,0
20960,5,1,https://github.com/spring-projects/spring-boot/commit/9b184e3955d490ccd0181e6917520b8dc100afd4,Polishing,2017-01-13T23:47:43Z,1,2,1
21318,5,0,https://github.com/spring-projects/spring-boot/commit/d7499387d8e22d52d8e84cf615416b9a1e9c23a7,Polish 'Improve docs on custom metrics' <enter>  <enter> Closes gh-12324,2018-03-05T10:54:19Z,1,59,0
21842,5,1,https://github.com/spring-projects/spring-boot/commit/dc36360155c2af9efc56d2d81133f5fcc37c5903,Polish,2018-02-27T21:25:48Z,4,12,0
21907,5,0,https://github.com/spring-projects/spring-boot/commit/e69ec6bb09e93aa5d240cfdb826e93cebb91278e,"Log classpath once environment has been prepared <enter>  <enter> Previously, the classpath would be logged in response to the <enter> ApplicationStartedEvent. At this point, logging could be disabled <enter> while the logging system is being initialized, or because the <enter> log levels configured in the environment have not yet been applied. <enter>  <enter> This commit moves the logging to happen in response to an <enter> ApplicationEnvironmentPreparedEvent by which point the logging <enter> system has been initialized and its levels have been configured. <enter>  <enter> Closes gh-5313",2016-04-19T15:20:35Z,1,13,0
22423,5,0,https://github.com/spring-projects/spring-boot/commit/261b3afca1a85916317378450d134204abdad48f,Apply spring.jackson.* config to Spring Data REST object mappers <enter>  <enter> Closes gh-1698,2014-10-15T15:53:16Z,2,51,0
22841,5,0,https://github.com/spring-projects/spring-boot/commit/e5a253e68951dcf975b9844b3b39afac2222b503,"Improve diagnostics when OnBeanCondition type deduction fails <enter>  <enter> When @ConditionalOnBean or @ConditionalOnMissingBean are used on a <enter> @Bean method, they will, in the absence of any other configuration, <enter> attempt to deduce the bean's type by examining the method's return <enter> type. This deduction can fail. See gh-4841, gh-4934, and gh-5624 <enter> for some examples of possible failure causes. Previously, this <enter> failure was only logged as a debug message leaving the user with a <enter> misleading message suggesting that the @ConditionalOnBean or <enter> @ConditionalOnMissingBean annotation was not configured correctly. <enter>  <enter> This commit improves the diagnostics by mention the possibility of <enter> type deduction in the exception message and including the exception <enter> that caused deduction to fail as the cause. <enter>  <enter> Closes gh-4934",2016-04-07T11:14:22Z,2,150,0
23273,5,0,https://github.com/spring-projects/spring-boot/commit/487f7310fdd2e77fb6908b475d26a478e762ff4b,Polish contribution,2016-04-05T10:00:44Z,2,8,0
25555,5,0,https://github.com/spring-projects/spring-boot/commit/3eb5c348fb93a416d5dcd0003d3273570a217589,"Align test with Spring MVC's internals once again <enter>  <enter> The internals have been updated so that the field that was originally <enter> used, interceptors, can be used again. <enter>  <enter> This reverts commit 2a1bca6806a696dadf7f470086e21d55f66ac953.",2015-05-20T09:47:56Z,1,2,1
25691,5,0,https://github.com/spring-projects/spring-boot/commit/e2cb7a75458d83c1358faf9e19194b9ab8fe0454,Align default scopes for Google with changes in Spring Security 5.0.1 <enter>  <enter> Closes gh-11573,2018-01-25T10:58:05Z,1,6,0
26702,5,0,https://github.com/spring-projects/spring-boot/commit/268b97bf9826ba817c1e87fbc48f0fb589528add,No-op ResetMocksTestExecutionListener when Mockito is not present <enter>  <enter> Closes gh-11508,2018-01-05T11:04:36Z,2,17,0
29434,5,0,https://github.com/spring-projects/spring-boot/commit/abdc23905fb1de44ff624acd765e889094649e23,Drop ignoreNestedProperties attribute from @ConfigurationProperties <enter>  <enter> Closes gh-8657,2017-05-03T12:19:32Z,5,92,0
29674,5,0,https://github.com/spring-projects/spring-boot/commit/a9a31107cfb9cbe07a1b9e069e27b60bd83c2dea,Align with API changes in latest Spring Data Kay snapshots <enter>  <enter> See gh-7461,2017-03-24T11:26:27Z,6,32,0
2513,2,0,https://github.com/apache/dubbo/commit/40d03b081e8a8f74fb5092163e51bdd17842cb5a,add @SPI annotation (#6436),2020-07-09T02:42:51Z,1,3,0
2518,2,2,https://github.com/apache/dubbo/commit/51361d535d11c6a4e201044fa4f859aa0676c861,fix ut,2020-07-01T07:59:44Z,1,2,0
2570,2,2,https://github.com/apache/dubbo/commit/dd8dacdc1766e8fd118404830e60d9d7eb32d5f6,Fix compilation (#6117),2020-05-08T04:54:51Z,1,15,0
2576,2,0,https://github.com/apache/dubbo/commit/2d0d71385d2cd26b97e07c699f84cd58b862cef9,DynamicConfiguration: return default value if not implemented. (#6086) <enter>  <enter> fixes #5916,2020-05-01T08:15:02Z,1,5,0
2595,2,0,https://github.com/apache/dubbo/commit/00cdc531600c7392ad91bd43f93aca2ef9ae54c5,revert computeIfAbsent for jdk related bug: (#6032) <enter>  <enter> https://bugs.openjdk.java.net/browse/JDK-8062841,2020-04-20T04:50:11Z,1,8,0
2634,2,0,https://github.com/apache/dubbo/commit/1b937ac1e46d45a6110bc22fd59ba29007a73bea,avoid potential shutdown race condition. (#5856),2020-03-13T06:17:32Z,3,67,0
2669,2,3,https://github.com/apache/dubbo/commit/5576991be387d00fa707655b0a0de0010b1f13a7,Revert '[Dubbo-5813]prevent destroyAll method of DubboShutdownHook being invoked twice when using Spring (#5814)' (#5818) <enter>  <enter> This reverts commit 5194791f130eb34d6ed75bc43ef731289a12148a.,2020-03-02T08:25:39Z,1,5,1
2721,2,0,https://github.com/apache/dubbo/commit/3bc4508d09756a40c85ddf0c62b94aaf5d957d58,"add comment for FutureAdapter, see #3979",2020-02-02T04:36:28Z,1,4,0
2797,2,0,https://github.com/apache/dubbo/commit/2f62b273ceb20772d0734da03c1fd12ad465fcd6,"protocols/protocolIds and registries/registryIds, make sure only one can work (#5497)",2019-12-18T03:08:08Z,3,17,0
2858,2,3,https://github.com/apache/dubbo/commit/efb8e304c77be92d1af4f90689cdab625fc15a99,add start status for gRPC server,2019-11-17T02:31:13Z,1,10,0
2860,2,0,https://github.com/apache/dubbo/commit/562bfcc16a3f63e9f207726b2b7f4981d6aa9df3,Add comments for gRPC implementations,2019-11-15T07:24:40Z,5,16,0
2891,2,2,https://github.com/apache/dubbo/commit/e826d0864b95a03a013f5c0d270d5c9bb3ca454d,to process a scenario when service type is not available and service invocation is not generic either <enter>  <enter> to process a scenario when service type is not available and service invocation is not generic either,2019-10-31T08:21:38Z,4,35,0
2917,2,3,https://github.com/apache/dubbo/commit/429616fb6d1f303c41f6552b0ec8316848947e91,copy invoker to new invocation in generic filter,2019-09-04T12:52:08Z,1,1,0
2922,2,2,https://github.com/apache/dubbo/commit/87547793e0530aabdf429218629def9001347252,fix parameters could be null. (#5205),2019-10-21T09:02:05Z,1,9,1
2972,2,0,https://github.com/apache/dubbo/commit/f6993ffd4e4c123cda6b1d164485c0dbb631a70d,revert #5072 by logging error msg. (#5084),2019-09-19T03:12:58Z,1,15,0
2995,2,0,https://github.com/apache/dubbo/commit/873432056b9a93d51bd678b501739d234e3869a6,Shorten the life cycle of Timeout to get a better gc effect (#4081),2019-05-17T06:12:13Z,1,16,0
3032,2,0,https://github.com/apache/dubbo/commit/f692c4ddfaa58a99d294c3be77246d0f99bf022e,Add 'getUniqueServiceKey' to keep backward compatibility.,2019-04-24T05:27:17Z,2,10,0
3033,2,3,https://github.com/apache/dubbo/commit/dbb2499d1f2e52f0ff84c1b37b71ef4bacbc439d,"Don't merge, disable routers",2019-06-12T09:09:49Z,1,77,0
3058,2,1,https://github.com/apache/dubbo/commit/d1a50ee1d7c080023ca0c255b76c96d5ee1ce696,test flush,2019-06-06T10:15:40Z,1,2,0
3076,2,3,https://github.com/apache/dubbo/commit/4cf629d96a520d7afea0ac15256e273ab3ca669a,generate urls directly for non-dubbo service instances.,2019-08-27T01:26:55Z,1,3,0
3090,2,3,https://github.com/apache/dubbo/commit/5cab5d36d4573bd47180e8ee27212031e1d8ec08,unify heartbeat stamp key,2019-06-04T10:09:48Z,1,7,0
3129,2,3,https://github.com/apache/dubbo/commit/8cf62479cafae5dd995b46988cbe35224e37f0e4,register applicationconfig,2019-08-21T07:14:52Z,1,2,0
3135,2,2,https://github.com/apache/dubbo/commit/f7b3e2e649562a78573ab0932e3d7fe444391626,fix conflicts after merged master,2019-08-21T07:10:09Z,3,28,0
3153,2,0,https://github.com/apache/dubbo/commit/5e6cbbe56820206b5d6a54eff8fdaaedab335840,check null for path before call rest server (#3665),2019-03-15T06:56:38Z,1,14,1
3200,2,0,https://github.com/apache/dubbo/commit/92cafe962d8fd3df034c16629954425f4640f343,register callback once for the full filter chain. (#4127),2019-05-24T06:49:25Z,2,94,0
3215,2,2,https://github.com/apache/dubbo/commit/18eb69e96475c05be9bb8b5d7a0c7bcdafa97405,Solve compile problem in java11 (#4172),2019-05-27T08:42:10Z,1,11,0
3233,2,3,https://github.com/apache/dubbo/commit/ca7d64173c6d63dd4cbd82ca208bdb036a0e167e,temporarily ignore UT RegistryDataConfigTest,2018-12-27T13:05:55Z,1,5,0
3274,2,3,https://github.com/apache/dubbo/commit/bdaacbc17d8f189c4ebbb34129883e1d0552dfcf,spring delegate to bootstrap.,2019-08-09T07:31:07Z,5,198,0
3304,2,0,https://github.com/apache/dubbo/commit/c18b1cfb465181b0a446eb37cb12e5a4eab1d617,Revert code to avoid NPE in RPC wire after providers are cleared.,2018-12-27T07:41:02Z,2,47,0
3318,2,3,https://github.com/apache/dubbo/commit/c4e9b9de2dd96b2cc13816b08662f1235463070e,revert router from layered path to flat path: <enter> /router/condition -> router-codition,2019-01-09T06:00:49Z,5,34,0
3354,2,2,https://github.com/apache/dubbo/commit/a66784ae12123dbc706e63452fbde74763fc848a,fix UT,2019-01-07T13:10:27Z,7,99,0
3409,2,0,https://github.com/apache/dubbo/commit/9897aa3d7273e3eb96910cfdc09709a77cae50b0,"remove appConfigs cache to support one service/reference registered more than one time (if users don't explicitly add id, cache can not work properly)",2018-12-24T06:49:22Z,2,53,0
3412,2,2,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,"Fixes #3367, fail to parse config text with white space (#3589)",2019-03-04T16:40:14Z,1,3,1
3417,2,3,https://github.com/apache/dubbo/commit/96dffe353ef3c9cdf938bf81d38fd9f19cd17f1a,set all router rule enabled by default,2018-12-24T06:47:51Z,1,4,0
3479,2,3,https://github.com/apache/dubbo/commit/c509f1b1fe7cf0327174022594c2afce16e6d84c,Check config instance in ConfigManager before create a new one.,2019-01-03T05:30:28Z,6,138,0
3523,2,3,https://github.com/apache/dubbo/commit/5b1b14de1ba3cd86f6494fb12d51085b264b3ec3,set reg status to true after reExport,2018-12-18T11:55:20Z,2,14,0
3544,2,0,https://github.com/apache/dubbo/commit/b5408b752631644d5934971f4ba11d165c776536,support handle of exception from onResponse or onError (#4401) <enter>  <enter> fix #4401,2019-06-28T07:39:56Z,2,30,1
3560,2,0,https://github.com/apache/dubbo/commit/27789cef6b3bf04ffa60140a4fdd3eaaf0358214,duplicate decrease for ExecuteLimitFilter onError (#4380),2019-06-27T03:14:13Z,3,34,0
3606,2,2,https://github.com/apache/dubbo/commit/7473662275afe8003a8208c1526bc662a2a8ac9d,app level override rule should only generate one url,2018-12-03T11:15:11Z,6,170,0
3627,2,2,https://github.com/apache/dubbo/commit/14d1f97ae80a35fe65d9fced488a1fd8bac4f822,optimize dynamic configuration api,2018-11-29T09:05:05Z,3,28,0
3652,2,2,https://github.com/apache/dubbo/commit/23f0e52486e21ff8af15820fb9274ce93570b86c,fix NPE when no listeners registered for key,2018-11-29T05:05:21Z,1,10,0
3722,2,0,https://github.com/apache/dubbo/commit/6140bc2a653cc3066d15ceeff5a3f06962fb32ad,"Fix concurrent problem of zookeeper configcenter, wait to start until cache being fully populated.",2018-11-21T06:40:03Z,3,24,0
3726,2,2,https://github.com/apache/dubbo/commit/9f02b97ee00b80ffdb501d8fd48c794e88388d32,Fix configurator bug,2018-11-21T06:38:40Z,1,22,0
3777,2,3,https://github.com/apache/dubbo/commit/453e323b4b955505b9c3ef10340f55ab8a3ca4a0,ignore parameter(exclude=true).,2018-11-15T09:58:54Z,1,4,0
3781,2,3,https://github.com/apache/dubbo/commit/a3f9a541c5752d449b38f360b1bcb6ae0876cd37,change log level to info,2018-11-15T09:35:50Z,1,2,0
3790,2,3,https://github.com/apache/dubbo/commit/5f0d8c8b370404e179852b8b7c49880b2fc3ed51,change how DynamicConfiguration instance is fetched.,2018-11-15T06:54:07Z,4,46,0
3812,2,2,https://github.com/apache/dubbo/commit/bdfc5007fa5cad80d22b5c0422e55c1fcb745dc4,Fix NPE in TagRouter,2018-11-13T06:04:42Z,1,2,0
3827,2,3,https://github.com/apache/dubbo/commit/e2f664f003a74a476aacc6424e34f6303e143dbe,record init status.,2018-11-12T07:24:17Z,1,8,0
3840,2,0,https://github.com/apache/dubbo/commit/4097405882e2d04b206a992ef685f8a312224a19,Add spring annotation support for ConfigCenter.,2018-11-06T06:22:07Z,4,16,0
3970,2,0,https://github.com/apache/dubbo/commit/3747cc36fada387a52363fc7dfc97a4c6c2b2670,Remove useless config item in xsd,2018-09-11T09:26:17Z,1,15,0
3976,2,3,https://github.com/apache/dubbo/commit/514fd4e647b804315a5afa1c14414103f2281e4b,Support static tag group in TagRouter,2018-09-11T08:17:04Z,1,37,0
3990,2,2,https://github.com/apache/dubbo/commit/7edb71c06ee2208d0772331ad010b3147279d99d,Fix compilation problem,2018-09-10T06:35:53Z,1,15,1
4031,2,0,https://github.com/apache/dubbo/commit/6f70f03f35643910f1d214a180573bee511e3368,Remove duplicate ut classes,2018-09-07T08:33:35Z,2,108,0
4081,2,2,https://github.com/apache/dubbo/commit/692dbdf82ecc6f81ee0d15816276bf8184d0bd3f,Solve merge conflicts manually,2018-08-27T04:36:20Z,1,19,1
4241,2,3,https://github.com/apache/dubbo/commit/a8aba7c71f49beaa3865e63c592c3509eed82e67,"Polish, remove call of deprecated method",2018-03-12T09:51:27Z,1,30,0
4257,2,0,https://github.com/apache/dubbo/commit/635bc7983287d47d1d2c637a85fe21aabacdcd27,Remove the shutdown logic from spring bean destroy to avoid competition.,2018-01-24T09:57:22Z,4,110,0
4269,2,0,https://github.com/apache/dubbo/commit/552965ee26ee307af47b7122c6b18195b4e435e0,Fixed #1138 check serialization in case it's changed from network.,2018-01-23T06:33:00Z,1,16,1
4360,2,1,https://github.com/apache/dubbo/commit/75ed5f539ec321292a2ea23de89c72fc50336422,Delete OptimizedSerialization,2018-01-04T07:11:44Z,3,32,0
4385,2,3,https://github.com/apache/dubbo/commit/05461a4d6ec6e8789eb8d3beeaa78b3b8768a53e,Upgrade annotation demo,2017-12-12T12:14:10Z,2,113,0
4393,2,2,https://github.com/apache/dubbo/commit/3c6ee32e2a461fd154510a49edd2e8471fed12a4,"Fixed #946, route rule should always run when changed, but should only run at every invoke when RUNTIME_KEY is true.",2017-12-04T07:06:20Z,2,4,0
4400,2,0,https://github.com/apache/dubbo/commit/22385dc804d550ea9f415bc9f96c2d6d10139e92,Fixed typo in NamedThreadFactory: mDeamo,2017-11-29T10:13:43Z,1,8,0
4410,2,3,https://github.com/apache/dubbo/commit/ee2aaf3ad323b7060760a70160b9299fe9820b28,Ignore unit test CuratorZookeeperClientTest(no zk server),2017-10-29T05:16:09Z,1,2,0
4435,2,0,https://github.com/apache/dubbo/commit/49af203aa20667a0568a19566c1e9892166435ae,Fixed #520 change Main.class wait/notify to lock/condition,2017-09-26T11:01:35Z,1,28,0
5056,3,2,https://github.com/square/retrofit/commit/903e1601d28fdb32756deb842214c1d414be4986,Sample for a dynamic base URL.,2016-03-07T03:47:40Z,1,86,0
5116,3,3,https://github.com/square/retrofit/commit/af375bd4ac8892a23cb132cbb982b41be3af8b9f,Use Call.Factory in RequestBuilderTest.,2016-01-01T20:18:35Z,1,12,0
6094,4,3,https://github.com/square/okhttp/commit/08e23fcd02ccbd453b2037128b66f57bc7c8f1d2,Add a canceled event to EventListener,2020-02-16T23:20:49Z,3,88,0
6097,4,0,https://github.com/square/okhttp/commit/5ba145aa6c737878281c3fc655657002320b71c0,"Limit recovery attempts for REFUSED_STREAM errors <enter>  <enter> We limit per-connection retries but not per-call retries, so this was <enter> creating large numbers of connections each of which called the server <enter> and accepted yet another REFUSED_STREAM. <enter>  <enter> Instead we fail sooner with a StreamResetException. <enter>  <enter> This shows that the ExchangeFinder interface is still somewhat inadequate <enter> to support all of the use cases we have.",2020-02-16T14:22:06Z,2,123,0
6169,4,0,https://github.com/square/okhttp/commit/96e596117e25d108bf9b96ad2899d3610f9915a0,Use our test rule instead of the Maven Surefire listener <enter>  <enter> Closes: https://github.com/square/okhttp/issues/4894,2019-12-20T18:45:37Z,1,158,0
6326,4,3,https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7,Adopt idiomatic Kotlin in Headers,2019-05-16T02:40:17Z,1,182,1
6329,4,0,https://github.com/square/okhttp/commit/5fbf7cccd19c6f144a59cc2487e8a93636ecac0c,Cancel calls on unexpected exceptions <enter>  <enter> Closes: https://github.com/square/okhttp/issues/5151,2019-09-14T17:45:38Z,1,25,0
6367,4,2,https://github.com/square/okhttp/commit/a1265b6140a8fe336602b969960d4048ebd1d3da,Fix a regression in combining cache headers <enter>  <enter> This was introduced with our migration to Kotlin. Iterating over the indices <enter> of the header names doesn't work because header names are not distinct. <enter>  <enter> Closes: https://github.com/square/okhttp/issues/5413,2019-09-05T03:58:55Z,1,32,1
6691,4,0,https://github.com/square/okhttp/commit/c8b1ee602bcd1541dd3f9eebb72aef08338f6224,Support follow-ups for duplex requests. <enter>  <enter> https://github.com/square/okhttp/issues/4267,2019-02-23T16:01:29Z,6,179,0
6714,4,0,https://github.com/square/okhttp/commit/94c38da706a99f2be825c67718c150b58eb08928,Permit multipart filenames to contain non-ascii characters <enter>  <enter> Closes: https://github.com/square/okhttp/issues/4564,2019-02-02T17:55:32Z,7,45,0
6756,4,0,https://github.com/square/okhttp/commit/0685dfaa7ff71a8f16b1b71f417b08eff13ec55f,Move TLSv1 and TLSv1.1 to COMPATIBLE_TLS. <enter>  <enter> We no longer connect to TLSv1.0 or TLSv1.1 servers out-of-the-box; instead <enter> it is necessary to enable COMPATIBLE_TLS in the OkHttpClient configuration. <enter>  <enter> This is in the path to later removing these TLS versions completely; that <enter> is scheduled for March 2020 by some browsers. <enter>  <enter> https://github.com/square/okhttp/issues/4319,2018-12-30T05:13:25Z,2,46,0
6759,4,0,https://github.com/square/okhttp/commit/8c2a4cfffacc9bb8272182d327b05488a1810c80,Don't crash on IPv4-mapped IPv6 addresses <enter>  <enter> https://github.com/square/okhttp/issues/4451,2018-12-29T23:32:07Z,3,12,0
6905,4,0,https://github.com/square/okhttp/commit/db2ae92156242255a0d42caaf50c7801e79de917,Fixup HeldCertificate so that it's worthy of production use. <enter>  <enter> This changes the default from the insecure 1024-bit RSA to a secure 256-bit ECDSA <enter> key. It adds a new option to use RSA keys for interoperating with older clients.,2018-07-11T02:49:00Z,5,113,0
